Accession,Virus Name,Publication Date,Host,Taxonomy ID,Zoonotic Potential
KY311902,"Bat adenovirus isolate BAT1826/TransNzoia DNA polymerase gene, partial cds.",17-Apr-2017,Rousettus aegyptiacus,740971,FALSE
KY311903,"Bat adenovirus isolate BAT1924/TransNzoia DNA polymerase gene, partial cds.",17-Apr-2017,Rousettus aegyptiacus,740971,FALSE
KY311904,"Bat adenovirus isolate BAT2555/Meru DNA polymerase gene, partial cds.",17-Apr-2017,Rhinolophus fumigatus,740971,FALSE
KY311905,"Bat adenovirus isolate BAT2632/Kitui DNA polymerase gene, partial cds.",17-Apr-2017,Rhinolophus fumigatus,740971,FALSE
KY311906,"Bat adenovirus isolate BAT2818/Meru DNA polymerase gene, partial cds.",17-Apr-2017,Rousettus aegyptiacus,740971,FALSE
KY311907,"Bat adenovirus isolate BAT2880/Meru DNA polymerase gene, partial cds.",17-Apr-2017,Rousettus aegyptiacus,740971,FALSE
KY311908,"Bat adenovirus isolate BAT2906/Meru DNA polymerase gene, partial cds.",17-Apr-2017,Rousettus aegyptiacus,740971,FALSE
KY311909,"Bat adenovirus isolate BAT2953/Meru DNA polymerase gene, partial cds.",17-Apr-2017,Rousettus aegyptiacus,740971,FALSE
KY311910,"Bat adenovirus isolate BFS0149/Kilifi DNA polymerase gene, partial cds.",17-Apr-2017,Cardioderma cor,740971,FALSE
KX961095,"Bat mastadenovirus WIV17, complete genome.",17-May-2017,Rousettus leschenaultii,1986505,FALSE
KX961096,"Bat mastadenovirus WIV18, complete genome.",22-Aug-2023,Rousettus leschenaultii,3070193,FALSE
KY783852,Bat mastadenovirus isolate 150875 DNA polymerase,17-Jun-2017,Hipposideros armiger,740971,FALSE
KY783853,Bat mastadenovirus isolate 150905 DNA polymerase,17-Jun-2017,Myotis ricketti,740971,FALSE
KY783854,Bat mastadenovirus isolate 152055 DNA polymerase,17-Jun-2017,Pipistrellus abramus,740971,FALSE
KY321918,"Unidentified adenovirus isolate HN.MS-5 maturation protein IVa2 gene, partial cds.",30-Jul-2017,Miniopterus schreibersi,10535,TRUE
KY321919,"Unidentified adenovirus isolate HN.MS control protein E4orf1 gene, partial cds.",30-Jul-2017,Miniopterus schreibersi,10535,TRUE
KY321920,"Unidentified adenovirus isolate GZ.CS control protein E4orf1 gene, partial cds.",30-Jul-2017,Cynopterus sphinx,10535,TRUE
MF593273,"Mastadenovirus sp. strain BatAdVNeoV2 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia capensis,2050578,TRUE
MF593274,"Mastadenovirus sp. strain BatAdVNeoV17-2 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia,2050578,TRUE
MF593275,"Mastadenovirus sp. strain BatAdVNeoV17-1 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia,2050578,TRUE
MF593276,"Mastadenovirus sp. strain BatAdVNeoV17-3 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia,2050578,TRUE
MF593277,"Mastadenovirus sp. strain BatAdVNeoV18 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia capensis,2050578,TRUE
MF593278,"Mastadenovirus sp. strain BatAdVNeoV4 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia capensis,2050578,TRUE
MF593279,"Mastadenovirus sp. strain BatAdVNeoV12 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia nanus,2050578,TRUE
MF593280,"Mastadenovirus sp. strain BatAdVNeoV13 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia helios,2050578,TRUE
MF593281,"Mastadenovirus sp. strain BtAdVNeoC52222 DNA polymerase gene, partial cds.",04-Apr-2018,Neoromicia,2050578,TRUE
MG912927,"Schreiber's bent-winged bat adenovirus isolate 13/F-Ms IVa2 gene, partial cds.",23-Apr-2018,Miniopterus schreibersii,2170312,FALSE
KX434765,"Bat mastadenovirus isolate KSA425 hexon gene, complete cds.",30-Jun-2018,Taphozous perforatus,740971,FALSE
MF278269,"UNVERIFIED: Bat mastadenovirus isolate CLR6, partial genome.",17-May-2018,bat,740971,FALSE
MH170364,"Artibeus lituratus adenovirus strain Ala-OS-BR DNA terminal protein gene, partial cds.",03-Jun-2018,Artibeus lituratus,2211153,FALSE
MH170366,"Sturnira lilium adenovirus hypothetical protein gene, partial cds.",03-Jun-2018,Sturnira lilium,2211155,FALSE
KY775068,"Rhinolophus pusillus adenovirus isolate CLR1 hexon gene, partial cds.",13-Mar-2018,,2108209,FALSE
KY775069,"Rhinolophus pusillus adenovirus isolate CLR6 hexon gene, partial cds.",13-Mar-2018,,2108209,FALSE
KY775070,"Rhinolophus pusillus adenovirus isolate CLR10 hexon gene, partial cds.",13-Mar-2018,,2108209,FALSE
MG551742,"UNVERIFIED: Rousettus aegyptiacus adenovirus isolate 3085, complete genome.",05-Sep-2023,Rousettus aegyptiacus,2849732,FALSE
AP018374,"Eidolon helvum adenovirus DNA, complete genome, isolate: 06-106.",26-Jul-2018,Eidolon helvum,2039267,FALSE
KM043080,Mediterranean horseshoe bat adenovirus 2 strain BS12 DNA polymerase,24-Aug-2018,Rhinolophus euryale (Mediterranean horseshoe bat),1530279,FALSE
KM043081,Mediterranean horseshoe bat adenovirus 3 strain BS12 DNA polymerase,24-Aug-2018,Rhinolophus euryale (Mediterranean horseshoe bat),1530280,FALSE
KM043082,Mediterranean horseshoe bat adenovirus 4 strain BS12 DNA polymerase,24-Aug-2018,Rhinolophus euryale (Mediterranean horseshoe bat),1530281,FALSE
KM043092,Soprano pipistrelle adenovirus 3 strain 176/09 DNA polymerase,24-Aug-2018,Pipistrellus pygmaeus (soprano pipistrelle),1530304,FALSE
KM043093,Soprano pipistrelle adenovirus 4 strain 176/09 DNA polymerase,24-Aug-2018,Pipistrellus pygmaeus (soprano pipistrelle),1530305,FALSE
KM043103,Lesser noctule adenovirus 4 strain 239/08 DNA polymerase,24-Aug-2018,Nyctalus leisleri (lesser noctule),1530297,FALSE
KM043104,Lesser noctule adenovirus 2 strain 239/08 DNA polymerase,24-Aug-2018,Nyctalus leisleri (lesser noctule),1530295,FALSE
KM043105,Lesser noctule adenovirus 3 strain 239/08 DNA polymerase,24-Aug-2018,Nyctalus leisleri (lesser noctule),1530296,FALSE
MF404968,"Bat mastadenovirus isolate Ppy14 160725OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404969,"Bat mastadenovirus isolate Ppy15 160725OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404970,"Bat mastadenovirus isolate Pku1 160517OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF404971,"Bat mastadenovirus isolate Pku6 160517OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF404972,"Bat mastadenovirus isolate Pku16 160517OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF404973,"Bat mastadenovirus isolate Pku17 160517OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF404974,"Bat mastadenovirus isolate Psp29 160622OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404975,"Bat mastadenovirus isolate Psp2 160622OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404976,"Bat mastadenovirus isolate Ppy20 160628OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404977,"Bat mastadenovirus isolate Ppy27 160628OPS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404978,"Bat mastadenovirus isolate Ppy21 160725SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404979,"Bat mastadenovirus isolate Ppy14 160725SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404980,"Bat mastadenovirus isolate Ppy11 160725SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404981,"Bat mastadenovirus isolate Ppy2 160725SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404982,"Bat mastadenovirus isolate Ppy19 160628SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404983,"Bat mastadenovirus isolate Ppy15 160622SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404984,"Bat mastadenovirus isolate Ppy23 160628SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404985,"Bat mastadenovirus isolate Ppy31 160622SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404986,"Bat mastadenovirus isolate Ppy11 160622SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404987,"Bat mastadenovirus isolate Ppy37 160622SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404988,"Bat mastadenovirus isolate Ppy15 160725SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF404989,"Bat mastadenovirus isolate Ppy11 160726SS polymerase gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540575,"Bat mastadenovirus isolate PPY15_160725OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540576,"Bat mastadenovirus isolate PPY5_160811OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540577,"Bat mastadenovirus isolate PKU1_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540578,"Bat mastadenovirus isolate PKU3_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540579,"Bat mastadenovirus isolate PKU6_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540580,"Bat mastadenovirus isolate PKU16_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540581,"Bat mastadenovirus isolate PKU17_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540582,"Bat mastadenovirus isolate PKU20_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540583,"Bat mastadenovirus isolate PKU22_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540584,"Bat mastadenovirus isolate PKU40_160517OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540585,"Bat mastadenovirus isolate PKU15_160518OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540586,"Bat mastadenovirus isolate PKU15_160622OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540587,"Bat mastadenovirus isolate PKU18_160622OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540588,"Bat mastadenovirus isolate PPY29_160622OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540589,"Bat mastadenovirus isolate PKU2_160622OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus kuhlii,740971,FALSE
MF540590,"Bat mastadenovirus isolate PPY20_160628OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540591,"Bat mastadenovirus isolate PPY27_160628OPS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540592,"Bat mastadenovirus isolate Ppy23_170628SS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540593,"Bat mastadenovirus isolate PPy37_170622SS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540594,"Bat mastadenovirus isolate PPy31_170622SS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540595,"Bat mastadenovirus isolate PPy19_170622SS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540596,"Bat mastadenovirus isolate PPy11_170725SS hexon gene, partial cds.",02-Oct-2018,Pipistrellus pygmaeus,740971,FALSE
MF540597,"Bat mastadenovirus isolate Nno_13341OPS hexon gene, partial cds.",02-Oct-2018,Nyctalus noctula,740971,FALSE
MF540598,"Bat mastadenovirus isolate Nno_13481OPS hexon gene, partial cds.",02-Oct-2018,Nyctalus noctula,740971,FALSE
MF540599,"Bat mastadenovirus isolate Nno_13483OPS hexon gene, partial cds.",02-Oct-2018,Nyctalus noctula,740971,FALSE
MF540600,"Bat mastadenovirus isolate Reu12_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus euryale,740971,FALSE
MF540601,"Bat mastadenovirus isolate Reu19_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus euryale,740971,FALSE
MF540602,"Bat mastadenovirus isolate Reu5_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus euryale,740971,FALSE
MF540603,"Bat mastadenovirus isolate Rfe19_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus ferrumequinum,740971,FALSE
MF540604,"Bat mastadenovirus isolate Rfe23_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus ferrumequinum,740971,FALSE
MF540605,"Bat mastadenovirus isolate Rfe25_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus ferrumequinum,740971,FALSE
MF540606,"Bat mastadenovirus isolate Rfe5_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus ferrumequinum,740971,FALSE
MF540607,"Bat mastadenovirus isolate Rfe23_080707OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus ferrumequinum,740971,FALSE
MF540608,"Bat mastadenovirus isolate Mem5_080703OPS hexon gene, partial cds.",02-Oct-2018,Myotis emarginatus,740971,FALSE
MF540609,"Bat mastadenovirus isolate Mem8_080703OPS hexon gene, partial cds.",02-Oct-2018,Myotis emarginatus,740971,FALSE
MF540610,"Bat mastadenovirus isolate Mem15_080703OPS hexon gene, partial cds.",02-Oct-2018,Myotis emarginatus,740971,FALSE
MF540611,"Bat mastadenovirus isolate Mbe1_080619OPS hexon gene, partial cds.",02-Oct-2018,Myotis bechsteinii,740971,FALSE
MF540612,"Bat mastadenovirus isolate Reu25_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus euryale,740971,FALSE
MF540613,"Bat mastadenovirus isolate Reu18_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus euryale,740971,FALSE
MF540614,"Bat mastadenovirus isolate Rfe30_080623OPS hexon gene, partial cds.",02-Oct-2018,Rhinolophus ferrumequinum,740971,FALSE
MG132211,"Bat mastadenovirus isolate Nylas_ K1849OPS hexon gene, partial cds.",10-Sep-2018,Nyctalus lasiopterus,740971,FALSE
MG208122,"Bat mastadenovirus isolate Hsa6_070704SS polymerase gene, partial cds.",10-Sep-2018,Hypsugo savii,740971,FALSE
MH521261,"Bat mastadenovirus isolate Reu_A15OPS hexon gene, partial cds.",02-Sep-2018,Rhinolophus euryale,740971,FALSE
MG680357,Bat mastadenovirus isolate UP5980 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680358,Bat mastadenovirus isolate UP5941 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680359,Bat mastadenovirus isolate UP5947 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680360,Bat mastadenovirus isolate UP5948 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680361,Bat mastadenovirus isolate UP5951 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680362,Bat mastadenovirus isolate UP5953 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680363,Bat mastadenovirus isolate UP5954 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680364,Bat mastadenovirus isolate UP5958 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680365,Bat mastadenovirus isolate UP5970 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680366,Bat mastadenovirus isolate UP5973 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680367,Bat mastadenovirus isolate UP5979 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680368,Bat mastadenovirus isolate UP5984 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680369,Bat mastadenovirus isolate UP5985 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680370,Bat mastadenovirus isolate UP5987 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680371,Bat mastadenovirus isolate UP5989 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680372,Bat mastadenovirus isolate UP5993 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680373,Bat mastadenovirus isolate UP5997 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680374,Bat mastadenovirus isolate UP5998 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680375,Bat mastadenovirus isolate UP6000 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680376,Bat mastadenovirus isolate UP6001 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680377,Bat mastadenovirus isolate UP6003 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680378,Bat mastadenovirus isolate UP6047 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680379,Bat mastadenovirus isolate UP6060 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680380,Bat mastadenovirus isolate UP6067 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680381,Bat mastadenovirus isolate UP6071 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680382,Bat mastadenovirus isolate UP6072 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
MG680383,Bat mastadenovirus isolate UP6074 DNA polymerase,28-Sep-2018,Miniopterus natalensis,740971,FALSE
LC385827,"Bat mastadenovirus Vs9 DNA, complete genome.",05-Oct-2019,Vespertilio sinensis,740971,FALSE
LC385828,"Bat mastadenovirus A Mm32 DNA, complete genome.",05-Oct-2019,Myotis macrodactylus,1146877,FALSE
MF947530,"Bat mastadenovirus strain BatAdVNeo1425 DNA polymerase gene, partial cds.",01-Feb-2019,Neoromicia capensis,740971,FALSE
MF947531,"Bat mastadenovirus strain BatAdVNeo1362 DNA polymerase gene, partial cds.",01-Feb-2019,Neoromicia capensis,740971,FALSE
MK603133,"Adenoviridae sp. isolate DNUS-Bat-Polymerase-Esp polymerase gene, partial cds.",01-Apr-2019,Eonycteris spelaea,2558248,FALSE
MK625182,"Bat mastadenovirus B strain ITA/2018/251170-16, complete genome.",18-Jun-2019,Pipistrellus kuhlii (Kuhl's pipistrelle),3241438,FALSE
LC324692,"Eidolon helvum adenovirus 11-45 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324693,"Eidolon helvum adenovirus 11-49 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324694,"Eidolon helvum adenovirus 11-51 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324695,"Eidolon helvum adenovirus 11-75 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324696,"Eidolon helvum adenovirus 11-78 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324697,"Eidolon helvum adenovirus 11-79 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324698,"Eidolon helvum adenovirus 11-80 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
LC324699,"Eidolon helvum adenovirus 11-88 pol gene for DNA polymerase, partial cds.",14-Sep-2019,Eidolon helvum,2039267,FALSE
MN240005,"Mastadenovirus sp. isolate guano 2 DNA polymerase gene, partial cds.",15-Dec-2019,Myotis velifer,2050578,TRUE
MN240006,"Mastadenovirus sp. isolate guano 61 DNA polymerase gene, partial cds.",15-Dec-2019,Myotis velifer,2050578,TRUE
MN240007,"Mastadenovirus sp. isolate guano 21 DNA polymerase gene, partial cds.",15-Dec-2019,Myotis velifer,2050578,TRUE
MN583333,Nyctophilus geoffroyi adenovirus strain BatAdV_WA12 DNA-dependent DNA polymerase,06-Jan-2020,Nyctophilus geoffroyi,2690214,FALSE
MN583338,Chalinolobus morio adenovirus strain BatAdV_WA01 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus morio,2690226,FALSE
MN583339,Chalinolobus morio adenovirus strain BatAdV_WA02 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus morio,2690226,FALSE
MN583340,Chalinolobus gouldii adenovirus strain BatAdV_WA03 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus gouldii,2690225,FALSE
MN583341,Nyctophilus gouldi adenovirus strain BatAdV_WA04 DNA-dependent DNA polymerase,06-Jan-2020,Nyctophilus gouldi,2690227,FALSE
MN583342,Chalinolobus gouldii adenovirus strain BatAdV_WA05 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus gouldii,2690225,FALSE
MN583343,Chalinolobus gouldii adenovirus strain BatAdV_WA06 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus gouldii,2690225,FALSE
MN583344,Chalinolobus gouldii adenovirus strain BatAdV_WA07 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus gouldii,2690225,FALSE
MN583345,Chalinolobus gouldii adenovirus strain BatAdV_WA08 DNA-dependent DNA polymerase,06-Jan-2020,Chalinolobus gouldii,2690225,FALSE
MN583346,Vespadelus regulus adenovirus strain BatAdV_WA09 DNA-dependent DNA polymerase,06-Jan-2020,Eptesicus regulus,2690228,FALSE
MN583347,Vespadelus regulus adenovirus strain BatAdV_WA10 DNA-dependent DNA polymerase,06-Jan-2020,Eptesicus regulus,2690228,FALSE
MN583348,Vespadelus regulus adenovirus strain BatAdV_WA11 DNA-dependent DNA polymerase,06-Jan-2020,Eptesicus regulus,2690228,FALSE
MK325814,Bat mastadenovirus isolate PREDICT_GVF-CM-ECO05471 clone 283918 DNA polymerase,01-Mar-2020,Megaloglossus woermanni,740971,FALSE
